[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 19:22:04

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 18:36:00	
Measurement duration (s)	31.059	
File Name	2018_12_17_18_36_00_642	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	12.2950000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81456	
0.817	10.82545	
1.327	10.80965	
1.838	10.80400	
2.348	10.82202	
2.859	10.81611	
3.369	10.81302	
3.880	10.81337	
4.390	10.82148	
4.901	10.86545	
5.411	10.81191	
5.922	10.79052	
6.432	10.79566	
6.942	10.81118	
7.453	10.80594	
7.963	10.88422	
8.474	10.86059	
8.984	10.82178	
9.495	10.79142	
10.005	10.81535	
10.516	10.80365	
11.026	10.83724	
11.537	10.83027	
12.047	10.79961	
12.558	10.82840	
13.068	10.84811	
13.579	10.81253	
14.089	10.81715	
14.600	10.80064	
15.110	10.82220	
15.621	10.83193	
16.131	10.85913	
16.642	10.80196	
17.152	10.87583	
17.662	10.81388	
18.173	10.79530	
18.683	10.85082	
19.194	10.78838	
19.704	10.81721	
20.215	10.80627	
20.725	10.81986	
21.236	10.89818	
21.746	10.83715	
22.257	10.79828	
22.767	10.81208	
23.278	10.81018	
23.788	10.79932	
24.299	10.87210	
24.809	10.81749	
25.320	10.80579	
25.830	10.82914	
26.341	10.80139	
26.851	10.79633	
27.362	10.81332	
27.872	10.79141	
28.382	10.79468	
28.893	10.80158	
29.403	10.78669	
29.914	10.86067	
30.424	10.88673	
30.935	10.81064	
31.445	10.83286	
31.956	10.84851	
32.466	10.79486	
32.977	10.75974	
33.487	10.85128	
33.998	10.84379	
34.508	10.83907	
35.019	10.82405	
35.529	10.81820	
36.040	10.82420	
36.550	10.78295	
37.061	10.81647	
37.571	10.79077	
38.082	10.82123	
38.592	10.86104	
39.102	10.78016	
39.613	10.81321	
40.123	10.82487	
40.634	10.78787	
41.144	10.80826	
41.655	10.81775	
42.165	10.72260	
42.676	10.87305	
43.186	10.89707	
43.697	10.90397	
44.207	10.77785	
44.718	10.90414	
45.228	10.83835	
45.739	10.83543	
46.249	10.83720	
46.760	10.84959	
47.270	10.85139	
47.781	10.84234	
48.291	10.81252	
48.802	10.83286	
49.312	10.85803	
49.822	10.81808	
50.333	10.82078	
50.843	10.81442	
51.354	10.80574	
51.864	10.81406	
52.375	10.81285	
52.885	10.82338	
53.396	10.81692	
53.906	10.80116	
54.417	10.80503	
54.927	10.80780	
55.438	10.84173	
55.948	10.84462	
56.459	10.81812	
56.969	10.79547	
57.480	10.80638	
57.990	10.85607	
58.501	10.81542	
59.011	10.84392	
59.522	10.79965	
60.032	10.85746	
60.542	10.81461	
61.053	10.83473	
61.563	10.80836	
62.074	10.80545	
62.584	10.82652	
63.095	10.80131	
63.605	10.74110	
64.116	10.85736	
64.626	10.88329	
65.137	10.83582	
65.647	10.82512	
66.158	10.81232	
66.668	10.83107	
67.179	10.78219	
67.689	10.82655	
68.200	10.91374	
68.710	10.81565	
69.221	10.80346	
69.731	10.83491	
70.242	10.82626	
70.752	10.82843	
71.262	10.86769	
71.773	10.80941	
72.283	10.89404	
72.794	10.80134	
73.304	10.78970	
73.815	10.79921	
74.325	10.80976	
74.836	10.83594	
75.346	10.86154	
75.857	10.87414	
76.367	10.79528	
76.878	10.74271	
77.388	10.82762	
77.899	10.85247	
78.409	10.81917	
78.920	10.85496	
79.430	10.81277	
79.941	10.83391	
80.451	10.82491	
80.962	10.79052	
81.472	10.82965	
81.982	10.80799	
82.493	10.80505	
83.003	10.79926	
83.514	10.79331	
84.024	10.85949	
84.535	10.97899	
85.045	10.79396	
85.556	10.78791	
86.066	10.78206	
86.577	10.77318	
87.087	10.78613	
87.598	10.78595	
88.108	10.77280	
88.619	10.78409	
89.129	10.86662	
89.640	10.88560	
90.150	11.68354	
90.661	10.83023	
91.171	10.79550	
91.682	10.95072	
92.192	10.85600	
92.702	10.81999	
93.213	10.88211	
93.723	10.78412	
94.234	10.80796	
94.744	10.80660	
95.255	10.88096	
95.765	10.88514	
96.276	10.86481	
96.786	10.86467	
97.297	10.88193	
97.807	10.98057	
98.318	10.81106	
98.828	10.84813	
99.339	10.84440	
99.849	10.80856	
100.360	10.81431	
100.870	10.88997	
101.381	10.83222	
101.891	10.80797	
102.402	10.83938	
102.912	10.83129	
103.422	10.84061	
103.933	10.72557	
104.443	10.70000	
104.954	10.76312	
105.464	10.92701	
105.975	10.83930	
106.485	11.68368	
106.996	10.70000	
107.506	11.03014	
108.017	11.18308	
108.527	12.20278	
109.038	11.13825	
109.548	11.21576	
110.059	11.43514	
110.569	10.77086	
111.080	11.09495	
111.590	11.76028	
112.101	11.28304	
112.611	11.62492	
113.122	11.28554	
113.632	10.96632	
114.142	11.74228	
114.653	11.74408	
