[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 16:54:38

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 16:44:40	
Measurement duration (s)	17.235	
File Name	2018_12_17_16_44_40_299	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	11.6000000000001	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.82181	
0.817	10.81563	
1.327	10.80833	
1.838	10.82166	
2.348	10.83129	
2.859	10.82066	
3.369	10.83779	
3.880	10.82512	
4.390	10.83445	
4.901	10.88377	
5.411	10.84608	
5.922	10.81890	
6.432	10.84265	
6.942	10.79827	
7.453	10.84071	
7.963	10.81540	
8.474	10.89995	
8.984	10.83752	
9.495	10.85789	
10.005	10.81160	
10.516	10.81103	
11.026	10.81460	
11.537	10.84261	
12.047	10.81668	
12.558	10.80166	
13.068	10.82671	
13.579	10.82687	
14.089	10.80308	
14.600	10.81036	
15.110	10.83863	
15.621	10.80482	
16.131	10.77287	
16.642	10.81198	
17.152	10.82383	
17.662	10.81070	
18.173	10.79120	
18.683	10.77222	
19.194	10.80873	
19.704	10.81512	
20.215	10.81342	
20.725	10.81850	
21.236	10.87202	
21.746	10.79280	
22.257	10.80581	
22.767	10.80884	
23.278	10.85678	
23.788	10.81196	
24.299	10.80845	
24.809	10.81379	
25.320	10.80298	
25.830	10.82922	
26.341	10.84763	
26.851	10.82632	
27.362	10.82047	
27.872	10.83950	
28.382	10.82366	
28.893	10.82376	
29.403	10.83068	
29.914	10.84332	
30.424	10.82560	
30.935	10.82498	
31.445	10.81298	
31.956	10.85784	
32.466	10.79163	
32.977	10.82159	
33.487	10.85727	
33.998	10.79432	
34.508	10.78535	
35.019	10.85079	
35.529	10.80906	
36.040	10.85499	
36.550	10.83669	
37.061	10.81194	
37.571	10.81645	
38.082	10.77419	
38.592	10.81428	
39.102	10.83051	
39.613	10.84538	
40.123	10.80327	
40.634	10.82243	
41.144	10.83008	
41.655	10.83685	
42.165	10.83203	
42.676	10.81370	
43.186	10.79988	
43.697	10.82052	
44.207	10.80445	
44.718	10.87653	
45.228	10.79638	
45.739	10.78984	
46.249	10.83550	
46.760	10.81232	
47.270	10.81368	
47.781	10.80456	
48.291	10.80184	
48.802	10.80034	
49.312	10.83176	
49.822	10.83277	
50.333	10.81612	
50.843	10.82913	
51.354	10.81032	
51.864	10.81200	
52.375	10.83969	
52.885	10.81686	
53.396	10.82207	
53.906	10.82523	
54.417	10.83280	
54.927	10.81117	
55.438	10.81081	
55.948	10.83694	
56.459	10.83553	
56.969	10.83498	
57.480	10.82608	
57.990	10.84344	
58.501	10.81198	
59.011	10.79777	
59.522	10.87848	
60.032	10.84166	
60.542	10.82689	
61.053	10.83908	
61.563	10.80211	
62.074	10.77903	
62.584	10.81627	
63.095	10.81687	
63.605	10.80098	
64.116	10.85059	
64.626	10.80579	
65.137	10.84697	
65.647	10.83292	
66.158	10.82364	
66.668	10.85229	
67.179	10.80214	
67.689	10.86875	
68.200	10.81661	
68.710	10.80920	
69.221	10.81936	
69.731	10.83092	
70.242	10.78627	
70.752	10.80853	
71.262	10.78684	
71.773	10.82657	
72.283	10.78368	
72.794	10.78450	
73.304	10.82095	
73.815	10.79509	
74.325	10.78040	
74.836	10.82582	
75.346	10.85732	
75.857	10.81034	
76.367	10.80462	
76.878	10.82538	
77.388	10.94398	
77.899	10.81419	
78.409	10.82774	
78.920	10.88172	
79.430	10.82897	
79.941	10.85053	
80.451	10.85126	
80.962	10.85163	
81.472	10.81503	
81.982	10.80885	
82.493	10.78932	
83.003	10.79969	
83.514	10.96782	
84.024	10.80294	
84.535	10.78895	
85.045	10.77696	
85.556	10.75984	
86.066	10.78707	
86.577	10.70000	
87.087	10.78887	
87.598	10.78239	
88.108	10.76387	
88.619	10.77702	
89.129	10.75294	
89.640	11.08320	
90.150	10.88036	
90.661	11.07817	
91.171	10.86413	
91.682	10.82163	
92.192	10.92744	
92.702	10.81817	
93.213	10.77893	
93.723	10.82264	
94.234	10.83298	
94.744	10.81045	
95.255	10.82964	
95.765	10.81313	
96.276	10.84032	
96.786	10.82591	
97.297	10.84611	
97.807	10.80628	
98.318	10.90132	
98.828	10.77377	
99.339	10.82340	
99.849	10.82908	
100.360	10.87694	
100.870	10.80497	
101.381	10.81918	
101.891	10.81380	
102.402	10.82539	
102.912	10.76200	
103.422	10.73774	
103.933	10.77352	
104.443	10.75268	
104.954	10.70414	
105.464	10.70000	
105.975	10.75454	
106.485	10.81621	
106.996	11.48006	
107.506	10.77273	
108.017	10.86304	
108.527	11.22021	
109.038	11.22005	
109.548	11.40348	
110.059	10.78801	
110.569	11.47093	
111.080	11.44873	
111.590	11.19564	
112.101	11.32919	
112.611	11.22057	
113.122	11.46649	
113.632	11.40262	
114.142	11.51224	
114.653	11.20352	
