[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 17:40:06

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 17:26:14	
Measurement duration (s)	21.041	
File Name	2018_12_17_17_26_14_251	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	11.8000000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81671	
0.817	10.79742	
1.327	10.81379	
1.838	10.82321	
2.348	10.80606	
2.859	10.82093	
3.369	10.81367	
3.880	10.83048	
4.390	10.81995	
4.901	10.82673	
5.411	10.82530	
5.922	10.87502	
6.432	10.84988	
6.942	10.80901	
7.453	10.85750	
7.963	10.81577	
8.474	10.86722	
8.984	10.79148	
9.495	10.81816	
10.005	10.84495	
10.516	10.80680	
11.026	10.86436	
11.537	10.79261	
12.047	10.82664	
12.558	10.83945	
13.068	10.78637	
13.579	10.82264	
14.089	10.82594	
14.600	10.81147	
15.110	10.88906	
15.621	10.81382	
16.131	10.86428	
16.642	10.82633	
17.152	10.83241	
17.662	10.82551	
18.173	10.81131	
18.683	10.83044	
19.194	10.81527	
19.704	10.84804	
20.215	10.80675	
20.725	10.70000	
21.236	10.88698	
21.746	10.83697	
22.257	10.82526	
22.767	10.85898	
23.278	10.85240	
23.788	10.91202	
24.299	10.80209	
24.809	10.85120	
25.320	10.86223	
25.830	10.82192	
26.341	10.78038	
26.851	10.81172	
27.362	10.80389	
27.872	10.78862	
28.382	10.84447	
28.893	10.84270	
29.403	10.82286	
29.914	10.80957	
30.424	10.82946	
30.935	10.89445	
31.445	10.89171	
31.956	10.79816	
32.466	10.81081	
32.977	10.81222	
33.487	10.89636	
33.998	10.80069	
34.508	10.82528	
35.019	10.77072	
35.529	10.85439	
36.040	10.95078	
36.550	10.81356	
37.061	10.81318	
37.571	10.82461	
38.082	10.90840	
38.592	10.81869	
39.102	10.84827	
39.613	10.83451	
40.123	10.82040	
40.634	10.79815	
41.144	10.79963	
41.655	10.84606	
42.165	10.80610	
42.676	10.84005	
43.186	10.88137	
43.697	10.82178	
44.207	10.78523	
44.718	10.77056	
45.228	10.81152	
45.739	10.90167	
46.249	10.77774	
46.760	10.85112	
47.270	10.84773	
47.781	10.86195	
48.291	10.83213	
48.802	10.87612	
49.312	10.81611	
49.822	10.85769	
50.333	10.79924	
50.843	10.82874	
51.354	10.81136	
51.864	10.82315	
52.375	10.82149	
52.885	10.82892	
53.396	10.79546	
53.906	10.80440	
54.417	10.83368	
54.927	10.84040	
55.438	10.81418	
55.948	10.79017	
56.459	10.85117	
56.969	10.83408	
57.480	10.83507	
57.990	10.83529	
58.501	10.81387	
59.011	10.82571	
59.522	10.82749	
60.032	10.83800	
60.542	10.87690	
61.053	10.84254	
61.563	10.80768	
62.074	10.81777	
62.584	10.83133	
63.095	10.83449	
63.605	10.86248	
64.116	10.84047	
64.626	10.81543	
65.137	10.83093	
65.647	10.70000	
66.158	10.81418	
66.668	10.89995	
67.179	10.80877	
67.689	10.82401	
68.200	10.81533	
68.710	10.81829	
69.221	10.79595	
69.731	10.83833	
70.242	10.77819	
70.752	10.80503	
71.262	10.79781	
71.773	10.84499	
72.283	10.83754	
72.794	10.84114	
73.304	10.81858	
73.815	10.82204	
74.325	10.77084	
74.836	10.80195	
75.346	10.79583	
75.857	10.82602	
76.367	10.84756	
76.878	10.82979	
77.388	10.81658	
77.899	10.78793	
78.409	10.84449	
78.920	10.83045	
79.430	10.85502	
79.941	10.88490	
80.451	10.90408	
80.962	10.85032	
81.472	10.79757	
81.982	10.80635	
82.493	10.81052	
83.003	10.82725	
83.514	10.85442	
84.024	10.86258	
84.535	10.75014	
85.045	10.95190	
85.556	10.80292	
86.066	10.78468	
86.577	10.80915	
87.087	10.79956	
87.598	10.79092	
88.108	10.77116	
88.619	10.77164	
89.129	10.76274	
89.640	10.87798	
90.150	11.03585	
90.661	10.84407	
91.171	10.78290	
91.682	10.70000	
92.192	10.80799	
92.702	10.92701	
93.213	10.80512	
93.723	10.81945	
94.234	10.89050	
94.744	10.84155	
95.255	10.83200	
95.765	10.83222	
96.276	10.83430	
96.786	10.91753	
97.297	10.94306	
97.807	10.89099	
98.318	10.86558	
98.828	10.77762	
99.339	10.81334	
99.849	10.82814	
100.360	10.83005	
100.870	10.84856	
101.381	10.84249	
101.891	10.89327	
102.402	10.82554	
102.912	10.77518	
103.422	10.88431	
103.933	10.88335	
104.443	10.78167	
104.954	10.79213	
105.464	11.00880	
105.975	10.76137	
106.485	11.05130	
106.996	11.69540	
107.506	11.12517	
108.017	11.67260	
108.527	11.15146	
109.038	11.03442	
109.548	11.61329	
110.059	11.19537	
110.569	10.70000	
111.080	11.60254	
111.590	11.04803	
112.101	11.26510	
112.611	11.57231	
113.122	10.70000	
113.632	10.74621	
114.142	11.30463	
114.653	11.51001	
