[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 17:40:46

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 17:33:05	
Measurement duration (s)	25.267	
File Name	2018_12_17_17_33_05_699	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	12.0000000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81696	
0.817	10.82349	
1.327	10.80929	
1.838	10.81540	
2.348	10.80700	
2.859	10.80867	
3.369	10.81776	
3.880	10.82463	
4.390	10.81105	
4.901	10.82907	
5.411	10.79633	
5.922	10.81202	
6.432	10.81701	
6.942	10.80885	
7.453	10.80642	
7.963	10.80704	
8.474	10.71659	
8.984	10.79543	
9.495	10.88912	
10.005	10.77519	
10.516	10.79395	
11.026	10.80154	
11.537	10.81834	
12.047	10.82562	
12.558	10.81604	
13.068	10.84248	
13.579	10.81745	
14.089	10.79764	
14.600	10.77195	
15.110	10.86302	
15.621	10.80229	
16.131	10.81003	
16.642	10.80974	
17.152	10.79193	
17.662	10.83489	
18.173	10.84897	
18.683	10.81599	
19.194	10.81827	
19.704	10.80124	
20.215	10.78959	
20.725	10.82993	
21.236	10.91911	
21.746	10.78920	
22.257	10.79906	
22.767	10.80956	
23.278	10.80845	
23.788	10.82089	
24.299	10.79633	
24.809	10.79337	
25.320	10.87601	
25.830	10.81351	
26.341	10.80327	
26.851	10.81142	
27.362	10.86112	
27.872	10.85127	
28.382	10.82478	
28.893	10.81081	
29.403	10.83925	
29.914	10.78545	
30.424	10.89608	
30.935	10.79245	
31.445	10.80706	
31.956	10.81758	
32.466	10.83128	
32.977	10.70000	
33.487	10.81050	
33.998	10.93358	
34.508	10.86524	
35.019	10.80506	
35.529	10.78452	
36.040	10.86550	
36.550	10.85046	
37.061	10.80466	
37.571	10.86193	
38.082	10.83480	
38.592	10.78823	
39.102	10.83259	
39.613	10.82508	
40.123	10.78378	
40.634	10.84956	
41.144	10.83306	
41.655	10.79861	
42.165	10.82864	
42.676	10.80469	
43.186	10.85933	
43.697	10.81007	
44.207	10.81059	
44.718	10.70000	
45.228	10.79101	
45.739	10.86377	
46.249	10.79832	
46.760	10.83105	
47.270	10.81979	
47.781	10.86478	
48.291	10.92664	
48.802	10.80456	
49.312	10.85464	
49.822	10.80270	
50.333	10.81628	
50.843	10.84366	
51.354	10.85533	
51.864	10.81863	
52.375	10.79651	
52.885	10.81582	
53.396	10.79331	
53.906	10.83073	
54.417	10.83739	
54.927	10.78958	
55.438	10.83575	
55.948	10.77922	
56.459	10.83739	
56.969	10.83618	
57.480	10.83259	
57.990	10.83080	
58.501	10.82367	
59.011	10.85210	
59.522	10.83683	
60.032	10.82646	
60.542	10.80618	
61.053	10.80715	
61.563	10.83049	
62.074	10.95035	
62.584	10.80883	
63.095	10.84092	
63.605	10.80169	
64.116	10.84091	
64.626	10.86349	
65.137	10.84093	
65.647	10.80215	
66.158	10.86577	
66.668	10.81847	
67.179	10.82537	
67.689	10.82287	
68.200	10.80695	
68.710	10.84034	
69.221	10.77888	
69.731	10.84604	
70.242	10.82376	
70.752	10.82616	
71.262	10.82367	
71.773	10.85156	
72.283	10.85363	
72.794	10.86333	
73.304	10.84151	
73.815	10.81310	
74.325	10.76946	
74.836	10.84811	
75.346	10.82128	
75.857	10.79866	
76.367	10.83962	
76.878	10.80330	
77.388	10.82708	
77.899	10.79622	
78.409	10.85756	
78.920	10.78910	
79.430	10.79490	
79.941	10.83901	
80.451	10.81851	
80.962	10.84629	
81.472	10.78694	
81.982	10.83534	
82.493	10.85242	
83.003	10.84488	
83.514	10.82537	
84.024	10.83269	
84.535	10.81220	
85.045	10.77477	
85.556	10.75214	
86.066	10.78680	
86.577	10.77892	
87.087	10.76112	
87.598	10.79159	
88.108	10.77283	
88.619	10.77757	
89.129	11.13183	
89.640	11.34291	
90.150	10.94005	
90.661	10.76307	
91.171	10.82719	
91.682	10.91541	
92.192	10.73822	
92.702	10.89299	
93.213	10.85133	
93.723	10.87463	
94.234	10.82325	
94.744	10.81093	
95.255	10.81427	
95.765	10.85748	
96.276	10.86375	
96.786	10.72023	
97.297	10.81816	
97.807	10.75144	
98.318	10.83532	
98.828	10.83859	
99.339	10.82600	
99.849	10.81783	
100.360	10.70000	
100.870	10.87883	
101.381	10.82067	
101.891	10.79605	
102.402	10.74371	
102.912	10.80962	
103.422	10.82270	
103.933	10.74651	
104.443	10.78277	
104.954	10.70000	
105.464	10.75422	
105.975	10.73376	
106.485	10.73350	
106.996	11.89545	
107.506	10.75254	
108.017	10.98890	
108.527	11.56013	
109.038	10.85618	
109.548	10.78618	
110.059	11.30437	
110.569	11.85070	
111.080	11.75556	
111.590	11.18891	
112.101	10.70000	
112.611	11.72132	
113.122	11.16632	
113.632	11.19614	
114.142	11.19683	
114.653	11.80142	
