[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 17:17:38

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 17:13:01	
Measurement duration (s)	19.539	
File Name	2018_12_17_17_13_01_393	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	11.7000000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.82815	
0.817	10.81981	
1.327	10.82550	
1.838	10.81074	
2.348	10.82614	
2.859	10.82651	
3.369	10.82852	
3.880	10.81802	
4.390	10.83551	
4.901	10.82950	
5.411	10.82180	
5.922	10.88907	
6.432	10.81649	
6.942	10.83765	
7.453	10.83705	
7.963	10.78987	
8.474	10.85074	
8.984	10.86456	
9.495	10.87322	
10.005	10.82596	
10.516	10.83285	
11.026	10.85317	
11.537	10.81676	
12.047	10.89890	
12.558	10.82504	
13.068	10.80162	
13.579	10.83824	
14.089	10.82181	
14.600	10.81106	
15.110	10.85754	
15.621	10.84850	
16.131	10.80220	
16.642	10.84727	
17.152	10.85383	
17.662	10.81148	
18.173	10.81700	
18.683	10.81350	
19.194	10.81128	
19.704	10.84646	
20.215	10.82130	
20.725	10.81935	
21.236	10.82574	
21.746	10.83316	
22.257	10.79883	
22.767	10.84290	
23.278	10.83779	
23.788	10.75830	
24.299	10.76000	
24.809	10.88765	
25.320	10.89053	
25.830	10.78080	
26.341	10.85273	
26.851	10.90275	
27.362	10.85319	
27.872	10.83522	
28.382	10.87973	
28.893	10.86662	
29.403	10.84937	
29.914	10.81499	
30.424	10.87787	
30.935	10.74904	
31.445	10.89143	
31.956	10.82268	
32.466	10.79841	
32.977	10.85397	
33.487	10.80661	
33.998	10.85089	
34.508	10.79644	
35.019	10.85529	
35.529	10.84790	
36.040	10.81617	
36.550	10.83101	
37.061	10.81576	
37.571	10.93340	
38.082	10.85635	
38.592	10.85309	
39.102	10.77150	
39.613	10.82269	
40.123	10.81605	
40.634	10.82988	
41.144	10.78071	
41.655	10.84002	
42.165	10.86478	
42.676	10.88031	
43.186	10.86520	
43.697	10.81511	
44.207	10.88269	
44.718	10.81359	
45.228	10.83788	
45.739	10.86543	
46.249	10.76855	
46.760	10.85424	
47.270	10.80696	
47.781	10.87354	
48.291	10.80234	
48.802	10.82187	
49.312	10.88363	
49.822	10.83581	
50.333	10.91157	
50.843	10.80332	
51.354	10.80777	
51.864	10.79346	
52.375	10.82456	
52.885	10.83099	
53.396	10.89160	
53.906	10.83077	
54.417	10.83190	
54.927	10.88147	
55.438	10.82717	
55.948	10.79696	
56.459	10.80675	
56.969	10.79738	
57.480	10.82621	
57.990	10.83253	
58.501	10.80596	
59.011	10.83984	
59.522	10.83704	
60.032	10.81950	
60.542	10.83439	
61.053	10.81577	
61.563	10.85876	
62.074	10.81776	
62.584	10.75950	
63.095	10.81108	
63.605	10.91976	
64.116	10.79277	
64.626	10.83066	
65.137	10.82819	
65.647	10.82874	
66.158	10.79414	
66.668	10.80535	
67.179	10.86150	
67.689	10.81709	
68.200	10.81914	
68.710	10.84312	
69.221	10.82316	
69.731	10.89524	
70.242	10.85047	
70.752	10.88993	
71.262	10.77404	
71.773	10.82429	
72.283	10.96444	
72.794	10.80158	
73.304	10.83237	
73.815	10.83096	
74.325	10.82163	
74.836	10.83449	
75.346	10.77094	
75.857	10.74449	
76.367	10.79867	
76.878	10.83625	
77.388	10.81378	
77.899	10.90161	
78.409	10.89921	
78.920	10.82600	
79.430	10.83618	
79.941	10.79671	
80.451	10.82565	
80.962	10.83396	
81.472	10.83561	
81.982	10.83722	
82.493	10.84942	
83.003	10.87769	
83.514	10.88799	
84.024	10.77049	
84.535	10.83413	
85.045	10.79789	
85.556	10.78317	
86.066	10.79520	
86.577	10.81816	
87.087	10.78419	
87.598	10.78900	
88.108	10.76408	
88.619	10.79016	
89.129	10.75174	
89.640	11.17601	
90.150	11.00436	
90.661	11.08988	
91.171	10.98699	
91.682	10.76786	
92.192	10.81487	
92.702	10.95362	
93.213	10.86537	
93.723	10.90382	
94.234	10.80736	
94.744	10.79531	
95.255	10.88105	
95.765	10.96008	
96.276	10.82193	
96.786	10.82029	
97.297	10.85334	
97.807	10.84406	
98.318	10.81909	
98.828	10.70000	
99.339	10.83792	
99.849	10.86160	
100.360	10.91840	
100.870	10.83131	
101.381	10.88285	
101.891	10.84956	
102.402	10.85960	
102.912	10.87551	
103.422	10.83616	
103.933	10.86598	
104.443	10.89301	
104.954	10.96005	
105.464	11.23448	
105.975	10.97612	
106.485	10.75325	
106.996	10.70000	
107.506	11.33839	
108.017	10.75221	
108.527	10.94149	
109.038	10.70223	
109.548	11.33859	
110.059	11.17425	
110.569	10.87046	
111.080	11.34519	
111.590	11.56541	
112.101	11.44845	
112.611	11.20329	
113.122	11.29884	
113.632	10.83145	
114.142	11.27490	
114.653	11.10053	
