[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 16:22:50

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 16:14:19	
Measurement duration (s)	17.335	
File Name	2018_12_17_16_14_19_371	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	11.6000000000001	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81512	
0.817	10.81731	
1.327	10.81809	
1.838	10.80436	
2.348	10.81812	
2.859	10.82234	
3.369	10.81467	
3.880	10.83391	
4.390	10.83337	
4.901	10.83080	
5.411	10.84328	
5.922	10.83225	
6.432	10.82573	
6.942	10.81583	
7.453	10.83835	
7.963	10.81253	
8.474	10.78530	
8.984	10.83050	
9.495	10.83419	
10.005	10.83185	
10.516	10.82688	
11.026	10.79422	
11.537	10.82487	
12.047	10.83310	
12.558	10.81526	
13.068	10.82417	
13.579	10.83244	
14.089	10.84927	
14.600	10.82744	
15.110	10.96519	
15.621	10.81142	
16.131	10.84246	
16.642	10.85162	
17.152	10.86142	
17.662	10.80821	
18.173	10.82655	
18.683	10.81706	
19.194	10.82148	
19.704	10.82935	
20.215	10.80312	
20.725	10.77087	
21.236	10.84865	
21.746	10.83974	
22.257	10.79338	
22.767	10.81976	
23.278	10.87027	
23.788	10.79869	
24.299	10.83229	
24.809	10.84524	
25.320	10.70000	
25.830	10.82514	
26.341	10.80747	
26.851	10.82024	
27.362	10.82607	
27.872	10.80277	
28.382	10.83599	
28.893	10.83286	
29.403	10.82932	
29.914	10.82924	
30.424	10.80234	
30.935	10.88340	
31.445	10.91864	
31.956	10.84157	
32.466	10.80567	
32.977	10.80575	
33.487	10.83824	
33.998	10.86038	
34.508	10.84495	
35.019	10.85760	
35.529	10.81110	
36.040	10.82143	
36.550	10.78452	
37.061	10.85185	
37.571	10.83589	
38.082	10.84502	
38.592	10.82816	
39.102	10.83435	
39.613	10.79763	
40.123	10.81074	
40.634	10.81861	
41.144	10.83911	
41.655	10.79603	
42.165	10.83911	
42.676	10.80184	
43.186	10.82025	
43.697	10.83338	
44.207	10.80877	
44.718	10.81688	
45.228	10.84097	
45.739	10.95076	
46.249	10.82892	
46.760	10.83735	
47.270	10.84939	
47.781	10.92895	
48.291	10.80601	
48.802	10.79809	
49.312	10.84222	
49.822	10.78263	
50.333	10.81089	
50.843	10.83227	
51.354	10.82831	
51.864	10.83384	
52.375	10.81755	
52.885	10.82370	
53.396	10.80112	
53.906	10.80464	
54.417	10.82221	
54.927	10.81567	
55.438	10.80419	
55.948	10.82366	
56.459	10.86283	
56.969	10.82112	
57.480	10.84943	
57.990	10.83010	
58.501	10.82562	
59.011	10.84902	
59.522	10.80764	
60.032	10.83176	
60.542	10.80796	
61.053	10.77729	
61.563	10.81603	
62.074	10.81027	
62.584	10.83454	
63.095	10.84946	
63.605	10.84264	
64.116	10.84869	
64.626	10.86252	
65.137	10.82775	
65.647	10.81449	
66.158	10.80807	
66.668	10.81014	
67.179	10.83106	
67.689	10.86144	
68.200	10.83322	
68.710	10.80665	
69.221	10.82428	
69.731	10.80585	
70.242	10.84331	
70.752	10.81405	
71.262	10.83791	
71.773	10.79770	
72.283	10.84606	
72.794	10.84433	
73.304	10.83483	
73.815	10.80031	
74.325	10.81279	
74.836	10.83975	
75.346	10.82502	
75.857	10.88281	
76.367	10.82193	
76.878	10.78803	
77.388	10.85183	
77.899	10.81368	
78.409	10.81097	
78.920	10.81737	
79.430	10.83403	
79.941	10.81957	
80.451	10.79390	
80.962	10.84491	
81.472	10.83719	
81.982	10.83781	
82.493	10.88706	
83.003	10.83862	
83.514	10.81298	
84.024	10.81966	
84.535	10.78739	
85.045	10.81261	
85.556	10.77315	
86.066	10.78202	
86.577	10.76944	
87.087	10.77593	
87.598	10.78802	
88.108	10.82382	
88.619	10.80166	
89.129	10.83784	
89.640	11.01782	
90.150	10.84229	
90.661	10.85539	
91.171	10.86926	
91.682	10.94631	
92.192	10.84455	
92.702	10.80496	
93.213	10.77580	
93.723	10.81751	
94.234	10.80265	
94.744	10.82030	
95.255	10.81972	
95.765	10.82268	
96.276	10.78850	
96.786	10.86624	
97.297	10.87042	
97.807	10.94235	
98.318	10.90171	
98.828	10.85051	
99.339	10.70000	
99.849	10.83916	
100.360	10.82172	
100.870	10.83038	
101.381	10.91931	
101.891	10.82679	
102.402	10.81765	
102.912	10.84582	
103.422	10.84192	
103.933	10.78100	
104.443	10.91681	
104.954	10.82977	
105.464	10.79940	
105.975	11.44386	
106.485	11.36748	
106.996	10.70000	
107.506	11.48380	
108.017	11.19648	
108.527	11.18588	
109.038	11.42058	
109.548	11.07656	
110.059	10.85088	
110.569	10.70000	
111.080	11.13170	
111.590	11.21105	
112.101	10.82369	
112.611	10.88947	
113.122	11.44873	
113.632	11.04588	
114.142	10.89747	
114.653	10.81072	
