[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 16:22:43

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 16:13:50	
Measurement duration (s)	17.633	
File Name	2018_12_17_16_13_50_230	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	11.6000000000001	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.80849	
0.817	10.80905	
1.327	10.82300	
1.838	10.82327	
2.348	10.81581	
2.859	10.82895	
3.369	10.83741	
3.880	10.83416	
4.390	10.82325	
4.901	10.83922	
5.411	10.83056	
5.922	10.84106	
6.432	10.81177	
6.942	10.81017	
7.453	10.80381	
7.963	10.81586	
8.474	10.81681	
8.984	10.80336	
9.495	10.80370	
10.005	10.88958	
10.516	10.80580	
11.026	10.83408	
11.537	10.85098	
12.047	10.79084	
12.558	10.81569	
13.068	10.80286	
13.579	10.83365	
14.089	10.84544	
14.600	10.72643	
15.110	10.82700	
15.621	10.84522	
16.131	10.81698	
16.642	10.82534	
17.152	10.82430	
17.662	10.80440	
18.173	10.81689	
18.683	10.80837	
19.194	10.79944	
19.704	10.80337	
20.215	10.86177	
20.725	10.78637	
21.236	10.83053	
21.746	10.79360	
22.257	10.83869	
22.767	10.79157	
23.278	10.81738	
23.788	10.80636	
24.299	10.82444	
24.809	10.95614	
25.320	10.82727	
25.830	10.85669	
26.341	10.70000	
26.851	10.84751	
27.362	10.81242	
27.872	10.87647	
28.382	10.85238	
28.893	10.86907	
29.403	10.92684	
29.914	10.88267	
30.424	10.80438	
30.935	10.82728	
31.445	10.80913	
31.956	10.83774	
32.466	10.87992	
32.977	10.83893	
33.487	10.82922	
33.998	10.82566	
34.508	10.91390	
35.019	10.82499	
35.529	10.88043	
36.040	10.84824	
36.550	10.78458	
37.061	10.79323	
37.571	10.80209	
38.082	10.81900	
38.592	10.80956	
39.102	10.84710	
39.613	10.80819	
40.123	10.92746	
40.634	10.85872	
41.144	10.81406	
41.655	10.84495	
42.165	10.77694	
42.676	10.83504	
43.186	10.81824	
43.697	10.80236	
44.207	10.93642	
44.718	10.79619	
45.228	10.81273	
45.739	10.88810	
46.249	10.83657	
46.760	10.87431	
47.270	10.81563	
47.781	10.80364	
48.291	10.81769	
48.802	10.79113	
49.312	10.86532	
49.822	10.80266	
50.333	10.77852	
50.843	10.81473	
51.354	10.81620	
51.864	10.81801	
52.375	10.77030	
52.885	10.82959	
53.396	10.79985	
53.906	10.84810	
54.417	10.83929	
54.927	10.83041	
55.438	10.82106	
55.948	10.94866	
56.459	10.80855	
56.969	10.88382	
57.480	10.87493	
57.990	10.79428	
58.501	10.82946	
59.011	10.81420	
59.522	10.86149	
60.032	10.79807	
60.542	10.93955	
61.053	10.80205	
61.563	10.80980	
62.074	10.81142	
62.584	10.79961	
63.095	10.81309	
63.605	10.83317	
64.116	10.83632	
64.626	10.79586	
65.137	10.82544	
65.647	10.81784	
66.158	10.80182	
66.668	10.81524	
67.179	10.83940	
67.689	10.83823	
68.200	10.84021	
68.710	10.83104	
69.221	10.81749	
69.731	10.83452	
70.242	10.84393	
70.752	10.79909	
71.262	10.80008	
71.773	10.84975	
72.283	10.82648	
72.794	10.84009	
73.304	10.83842	
73.815	10.83684	
74.325	10.83116	
74.836	10.82145	
75.346	10.82208	
75.857	10.82860	
76.367	10.81143	
76.878	10.82323	
77.388	10.83505	
77.899	10.81333	
78.409	10.85854	
78.920	10.81274	
79.430	10.96725	
79.941	10.77998	
80.451	10.85741	
80.962	10.81596	
81.472	10.83425	
81.982	10.80803	
82.493	10.79895	
83.003	10.84460	
83.514	10.83354	
84.024	10.79381	
84.535	10.79468	
85.045	10.79133	
85.556	10.81101	
86.066	10.78116	
86.577	10.81531	
87.087	10.81341	
87.598	10.78307	
88.108	10.77583	
88.619	10.76524	
89.129	10.87727	
89.640	10.97791	
90.150	10.85954	
90.661	10.97722	
91.171	10.75639	
91.682	10.87152	
92.192	10.85997	
92.702	10.86112	
93.213	10.81381	
93.723	10.86242	
94.234	10.95645	
94.744	10.89111	
95.255	10.85518	
95.765	10.82275	
96.276	10.83910	
96.786	10.85761	
97.297	10.84786	
97.807	10.87689	
98.318	10.83271	
98.828	10.82235	
99.339	10.83095	
99.849	10.83401	
100.360	10.82181	
100.870	10.84480	
101.381	10.85089	
101.891	10.83277	
102.402	10.92716	
102.912	10.81489	
103.422	10.81683	
103.933	10.80117	
104.443	10.70000	
104.954	10.92507	
105.464	10.77324	
105.975	10.77696	
106.485	10.90233	
106.996	11.49289	
107.506	10.78797	
108.017	10.83781	
108.527	11.01345	
109.038	11.24285	
109.548	11.38828	
110.059	11.16722	
110.569	11.17154	
111.080	10.94804	
111.590	11.33594	
112.101	10.77039	
112.611	11.40722	
113.122	11.30236	
113.632	10.80360	
114.142	11.30550	
114.653	11.34450	
