[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 15:58:21

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 15:48:22	
Measurement duration (s)	17.289	
File Name	2018_12_17_15_48_22_785	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	11.6000000000001	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81434	
0.817	10.81403	
1.327	10.79757	
1.838	10.82414	
2.348	10.83119	
2.859	10.82997	
3.369	10.82817	
3.880	10.82028	
4.390	10.81414	
4.901	10.83487	
5.411	10.85267	
5.922	10.83982	
6.432	10.82098	
6.942	10.84191	
7.453	10.81188	
7.963	10.81594	
8.474	10.81999	
8.984	10.81405	
9.495	10.79881	
10.005	10.88312	
10.516	10.80489	
11.026	10.83007	
11.537	10.96616	
12.047	10.82596	
12.558	10.83521	
13.068	10.82374	
13.579	10.82476	
14.089	10.82164	
14.600	10.78356	
15.110	10.88732	
15.621	10.82116	
16.131	10.83047	
16.642	10.83654	
17.152	10.80815	
17.662	10.89489	
18.173	10.83184	
18.683	10.80835	
19.194	10.80298	
19.704	10.80502	
20.215	10.87459	
20.725	10.82619	
21.236	10.82025	
21.746	10.84974	
22.257	10.80300	
22.767	10.84880	
23.278	10.83247	
23.788	10.82491	
24.299	10.83264	
24.809	10.83418	
25.320	10.78398	
25.830	10.79783	
26.341	10.78289	
26.851	10.81913	
27.362	10.80626	
27.872	10.79528	
28.382	10.86813	
28.893	10.79210	
29.403	10.80014	
29.914	10.81387	
30.424	10.85975	
30.935	10.83381	
31.445	10.87333	
31.956	10.79986	
32.466	10.82598	
32.977	10.83769	
33.487	10.87160	
33.998	10.80140	
34.508	10.88647	
35.019	10.82579	
35.529	10.89263	
36.040	10.82024	
36.550	10.88614	
37.061	10.91015	
37.571	10.94716	
38.082	10.82702	
38.592	10.75920	
39.102	10.80316	
39.613	10.87901	
40.123	10.83817	
40.634	10.80419	
41.144	10.80154	
41.655	10.85082	
42.165	10.82485	
42.676	10.80990	
43.186	10.85895	
43.697	10.79875	
44.207	10.82182	
44.718	10.81191	
45.228	10.81950	
45.739	10.80805	
46.249	10.83343	
46.760	10.89520	
47.270	10.83611	
47.781	10.81060	
48.291	10.79691	
48.802	10.82707	
49.312	10.83491	
49.822	10.85897	
50.333	10.80343	
50.843	10.81105	
51.354	10.82240	
51.864	10.80939	
52.375	10.79286	
52.885	10.81577	
53.396	10.80702	
53.906	10.87476	
54.417	10.82134	
54.927	10.82489	
55.438	10.77325	
55.948	10.80201	
56.459	10.80856	
56.969	10.82088	
57.480	10.81169	
57.990	10.84489	
58.501	10.81431	
59.011	10.84923	
59.522	10.83687	
60.032	10.83800	
60.542	10.81265	
61.053	10.82840	
61.563	10.86612	
62.074	10.84273	
62.584	10.79498	
63.095	10.82539	
63.605	10.82534	
64.116	10.80841	
64.626	10.80465	
65.137	10.76258	
65.647	10.82896	
66.158	10.84920	
66.668	10.81674	
67.179	10.80969	
67.689	10.81989	
68.200	10.81058	
68.710	10.81312	
69.221	10.81817	
69.731	10.82499	
70.242	10.82173	
70.752	10.84042	
71.262	10.80436	
71.773	10.83721	
72.283	10.86770	
72.794	10.82129	
73.304	10.80869	
73.815	10.82724	
74.325	10.80559	
74.836	10.86873	
75.346	10.79473	
75.857	10.85212	
76.367	10.81601	
76.878	10.78630	
77.388	10.80302	
77.899	10.79013	
78.409	10.80761	
78.920	10.87299	
79.430	10.80280	
79.941	10.82085	
80.451	10.80638	
80.962	10.81626	
81.472	10.81949	
81.982	10.81233	
82.493	10.85408	
83.003	10.81969	
83.514	10.80272	
84.024	10.83442	
84.535	10.88125	
85.045	10.77117	
85.556	10.78039	
86.066	10.79100	
86.577	10.78131	
87.087	10.78493	
87.598	10.76980	
88.108	10.78681	
88.619	10.70000	
89.129	10.92558	
89.640	10.91064	
90.150	10.87972	
90.661	10.95214	
91.171	11.00029	
91.682	10.86393	
92.192	10.84163	
92.702	10.81214	
93.213	10.78660	
93.723	10.82619	
94.234	10.84770	
94.744	10.86078	
95.255	10.81559	
95.765	10.81710	
96.276	10.83875	
96.786	10.96019	
97.297	10.82303	
97.807	10.79807	
98.318	10.79912	
98.828	10.85967	
99.339	10.83577	
99.849	10.90548	
100.360	10.79132	
100.870	10.84084	
101.381	10.81110	
101.891	10.81562	
102.402	10.83258	
102.912	10.96123	
103.422	10.79013	
103.933	10.76661	
104.443	10.77149	
104.954	10.71435	
105.464	10.78335	
105.975	10.72649	
106.485	11.12677	
106.996	11.50321	
107.506	10.71633	
108.017	11.41699	
108.527	10.73413	
109.038	10.72729	
109.548	10.88026	
110.059	10.72363	
110.569	10.83812	
111.080	10.96455	
111.590	11.29645	
112.101	11.06256	
112.611	11.29315	
113.122	10.86393	
113.632	10.74284	
114.142	11.16217	
114.653	11.28170	
