[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 18:26:46

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 18:08:54	
Measurement duration (s)	29.002	
File Name	2018_12_17_18_08_54_721	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	12.2000000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.80985	
0.817	10.80787	
1.327	10.80687	
1.838	10.80597	
2.348	10.84171	
2.859	10.83701	
3.369	10.83831	
3.880	10.82942	
4.390	10.81185	
4.901	10.86114	
5.411	10.80911	
5.922	10.85775	
6.432	10.81314	
6.942	10.87471	
7.453	10.84472	
7.963	10.81766	
8.474	10.81721	
8.984	10.79596	
9.495	10.80684	
10.005	10.80503	
10.516	10.79978	
11.026	10.81333	
11.537	10.88208	
12.047	10.82621	
12.558	10.83639	
13.068	10.81553	
13.579	10.78878	
14.089	10.83197	
14.600	10.77890	
15.110	10.89910	
15.621	10.81980	
16.131	10.79241	
16.642	10.79654	
17.152	10.82780	
17.662	10.83101	
18.173	10.80037	
18.683	10.79370	
19.194	10.86859	
19.704	10.90401	
20.215	10.79209	
20.725	10.82413	
21.236	10.81038	
21.746	10.83824	
22.257	10.81191	
22.767	10.81579	
23.278	10.80676	
23.788	10.80234	
24.299	10.86052	
24.809	10.77908	
25.320	10.84718	
25.830	10.86114	
26.341	10.84721	
26.851	10.82007	
27.362	10.85241	
27.872	10.82823	
28.382	10.76189	
28.893	10.86980	
29.403	10.85432	
29.914	10.87780	
30.424	10.89190	
30.935	10.81964	
31.445	10.82689	
31.956	10.82464	
32.466	10.82102	
32.977	10.83332	
33.487	10.84182	
33.998	10.87383	
34.508	10.81347	
35.019	10.83438	
35.529	10.80864	
36.040	10.83307	
36.550	10.85416	
37.061	10.82160	
37.571	10.80793	
38.082	10.80063	
38.592	10.85367	
39.102	10.84494	
39.613	10.83241	
40.123	10.85259	
40.634	10.81107	
41.144	10.81447	
41.655	10.88503	
42.165	10.79275	
42.676	10.82867	
43.186	10.80096	
43.697	10.76628	
44.207	10.81936	
44.718	10.89328	
45.228	10.87382	
45.739	10.91393	
46.249	10.90903	
46.760	10.83550	
47.270	10.76754	
47.781	10.78712	
48.291	10.81905	
48.802	10.82838	
49.312	10.84261	
49.822	10.84320	
50.333	10.80442	
50.843	10.82136	
51.354	10.82191	
51.864	10.85740	
52.375	10.80502	
52.885	10.81737	
53.396	10.87398	
53.906	10.83445	
54.417	10.83787	
54.927	10.80697	
55.438	10.82341	
55.948	10.84584	
56.459	10.82069	
56.969	10.81315	
57.480	10.81969	
57.990	10.84354	
58.501	10.82795	
59.011	10.81548	
59.522	10.79511	
60.032	10.82845	
60.542	10.80017	
61.053	10.81334	
61.563	10.83603	
62.074	10.88830	
62.584	10.86866	
63.095	10.82901	
63.605	10.79955	
64.116	10.83133	
64.626	10.81096	
65.137	10.83408	
65.647	10.84700	
66.158	10.85163	
66.668	10.80395	
67.179	10.82958	
67.689	10.82162	
68.200	10.82017	
68.710	10.78752	
69.221	10.82087	
69.731	10.84076	
70.242	10.80309	
70.752	10.77627	
71.262	10.87410	
71.773	10.81378	
72.283	10.80091	
72.794	10.83634	
73.304	10.82835	
73.815	10.81497	
74.325	10.81765	
74.836	10.80998	
75.346	10.80744	
75.857	10.82629	
76.367	10.96320	
76.878	10.81003	
77.388	10.82971	
77.899	10.79403	
78.409	10.83349	
78.920	10.88206	
79.430	10.97009	
79.941	10.79610	
80.451	10.83428	
80.962	10.81044	
81.472	10.82981	
81.982	10.82536	
82.493	10.79973	
83.003	10.87485	
83.514	10.79558	
84.024	10.79693	
84.535	10.76423	
85.045	10.80417	
85.556	10.76471	
86.066	10.77067	
86.577	10.83543	
87.087	10.79164	
87.598	10.79961	
88.108	10.79377	
88.619	10.77798	
89.129	10.94195	
89.640	11.38221	
90.150	10.83438	
90.661	11.01502	
91.171	10.85146	
91.682	10.90138	
92.192	10.80420	
92.702	10.83801	
93.213	10.80108	
93.723	10.83991	
94.234	10.77460	
94.744	10.80920	
95.255	10.73190	
95.765	10.83491	
96.276	10.79606	
96.786	10.91723	
97.297	10.88511	
97.807	10.86633	
98.318	10.87964	
98.828	10.91417	
99.339	10.84241	
99.849	10.89826	
100.360	10.93083	
100.870	10.81754	
101.381	10.85326	
101.891	10.78555	
102.402	10.75470	
102.912	10.78075	
103.422	10.77839	
103.933	10.77382	
104.443	10.77928	
104.954	10.71738	
105.464	10.73368	
105.975	10.73612	
106.485	10.75292	
106.996	12.11672	
107.506	10.76129	
108.017	11.01987	
108.527	11.95085	
109.038	11.12549	
109.548	11.72440	
110.059	10.94594	
110.569	11.87853	
111.080	12.01830	
111.590	11.94119	
112.101	11.27644	
112.611	11.11123	
113.122	11.26348	
113.632	11.81405	
114.142	10.80132	
114.653	11.04884	
