[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 18:26:37

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 18:07:42	
Measurement duration (s)	28.619	
File Name	2018_12_17_18_07_42_434	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	12.2000000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81524	
0.817	10.82358	
1.327	10.81206	
1.838	10.81271	
2.348	10.81249	
2.859	10.83240	
3.369	10.82169	
3.880	10.83537	
4.390	10.80996	
4.901	10.81488	
5.411	10.82437	
5.922	10.80348	
6.432	10.82998	
6.942	10.81049	
7.453	10.82354	
7.963	10.82735	
8.474	10.81632	
8.984	10.82421	
9.495	10.81310	
10.005	10.85182	
10.516	10.83253	
11.026	10.79942	
11.537	10.84258	
12.047	10.78090	
12.558	10.84902	
13.068	10.80457	
13.579	10.83379	
14.089	10.82713	
14.600	10.79208	
15.110	10.87613	
15.621	10.78798	
16.131	10.85239	
16.642	10.81405	
17.152	10.89039	
17.662	10.84439	
18.173	10.80667	
18.683	10.87004	
19.194	10.86880	
19.704	10.81851	
20.215	10.82524	
20.725	10.82165	
21.236	10.82342	
21.746	10.80963	
22.257	10.86369	
22.767	10.81159	
23.278	10.81732	
23.788	10.86853	
24.299	10.83117	
24.809	10.82902	
25.320	10.81555	
25.830	10.79008	
26.341	10.82124	
26.851	10.82718	
27.362	10.78507	
27.872	10.86943	
28.382	10.84328	
28.893	10.79318	
29.403	10.78770	
29.914	10.80985	
30.424	10.93147	
30.935	10.84000	
31.445	10.90992	
31.956	10.79409	
32.466	10.81100	
32.977	10.81068	
33.487	10.85026	
33.998	10.81654	
34.508	10.81890	
35.019	10.80174	
35.529	10.78973	
36.040	10.79871	
36.550	10.83270	
37.061	10.80861	
37.571	10.87167	
38.082	10.81908	
38.592	10.84217	
39.102	10.76540	
39.613	10.87994	
40.123	10.85078	
40.634	10.82381	
41.144	10.80828	
41.655	10.85379	
42.165	10.84756	
42.676	10.84596	
43.186	10.86086	
43.697	10.88820	
44.207	10.80815	
44.718	10.84555	
45.228	10.82839	
45.739	10.84937	
46.249	10.81650	
46.760	10.84621	
47.270	10.80328	
47.781	10.78548	
48.291	10.86338	
48.802	10.82028	
49.312	10.77849	
49.822	10.86462	
50.333	10.81294	
50.843	10.83817	
51.354	10.81361	
51.864	10.87521	
52.375	10.79646	
52.885	10.80153	
53.396	10.81196	
53.906	10.79922	
54.417	10.82660	
54.927	10.82669	
55.438	10.82538	
55.948	10.81666	
56.459	10.83187	
56.969	10.80264	
57.480	10.82986	
57.990	10.81913	
58.501	10.81974	
59.011	10.77414	
59.522	10.79723	
60.032	10.83827	
60.542	10.80501	
61.053	10.80580	
61.563	10.86705	
62.074	10.79164	
62.584	10.84759	
63.095	10.86131	
63.605	10.81475	
64.116	10.84821	
64.626	10.83696	
65.137	10.81253	
65.647	10.82112	
66.158	10.94699	
66.668	10.83916	
67.179	10.77869	
67.689	10.84361	
68.200	10.86235	
68.710	10.84566	
69.221	10.81479	
69.731	10.79434	
70.242	10.80166	
70.752	10.82813	
71.262	10.84517	
71.773	10.84963	
72.283	10.86069	
72.794	10.83591	
73.304	10.84278	
73.815	10.80152	
74.325	10.81472	
74.836	10.82884	
75.346	10.80245	
75.857	10.78651	
76.367	10.89774	
76.878	10.80993	
77.388	10.77220	
77.899	10.79567	
78.409	10.81020	
78.920	10.85795	
79.430	10.78201	
79.941	10.79984	
80.451	10.79172	
80.962	10.84999	
81.472	10.75662	
81.982	10.88383	
82.493	10.78449	
83.003	10.77976	
83.514	10.77987	
84.024	10.97261	
84.535	10.83277	
85.045	10.77200	
85.556	10.74374	
86.066	10.77845	
86.577	10.75575	
87.087	10.80631	
87.598	10.78786	
88.108	10.80536	
88.619	10.79178	
89.129	10.96930	
89.640	10.75323	
90.150	10.79108	
90.661	10.92220	
91.171	10.80565	
91.682	10.87465	
92.192	10.82595	
92.702	10.94846	
93.213	10.85039	
93.723	10.93350	
94.234	10.87422	
94.744	10.82786	
95.255	10.79689	
95.765	10.84641	
96.276	10.82854	
96.786	10.76323	
97.297	10.79959	
97.807	10.90890	
98.318	10.85160	
98.828	10.79157	
99.339	10.77686	
99.849	10.86684	
100.360	10.83628	
100.870	10.89074	
101.381	10.85263	
101.891	10.82670	
102.402	10.82475	
102.912	10.77970	
103.422	10.76260	
103.933	10.76064	
104.443	10.76621	
104.954	10.76980	
105.464	10.72137	
105.975	10.70000	
106.485	11.13759	
106.996	10.70000	
107.506	11.16946	
108.017	11.44850	
108.527	11.08151	
109.038	12.02169	
109.548	11.07498	
110.059	10.97505	
110.569	10.82365	
111.080	11.56374	
111.590	11.67615	
112.101	11.15744	
112.611	11.72415	
113.122	10.70000	
113.632	11.25175	
114.142	11.17195	
114.653	11.43643	
