[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 18:27:34

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 18:16:08	
Measurement duration (s)	29.122	
File Name	2018_12_17_18_16_08_576	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	12.2000000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81574	
0.817	10.81062	
1.327	10.81387	
1.838	10.79693	
2.348	10.82490	
2.859	10.81295	
3.369	10.83581	
3.880	10.84515	
4.390	10.81304	
4.901	10.81827	
5.411	10.83217	
5.922	10.82471	
6.432	10.85488	
6.942	10.82117	
7.453	10.80847	
7.963	10.80777	
8.474	10.81378	
8.984	10.80106	
9.495	10.79482	
10.005	10.83127	
10.516	10.81085	
11.026	10.85543	
11.537	10.81166	
12.047	10.82335	
12.558	10.81295	
13.068	10.81408	
13.579	10.83202	
14.089	10.81204	
14.600	10.81054	
15.110	10.93286	
15.621	10.78839	
16.131	10.88018	
16.642	10.85156	
17.152	10.81039	
17.662	10.80353	
18.173	10.79760	
18.683	10.81605	
19.194	10.87376	
19.704	10.83227	
20.215	10.79411	
20.725	10.86716	
21.236	10.77680	
21.746	10.79608	
22.257	10.78186	
22.767	10.78815	
23.278	10.80397	
23.788	10.80751	
24.299	10.80670	
24.809	10.82653	
25.320	10.83675	
25.830	10.85317	
26.341	10.83533	
26.851	10.81690	
27.362	10.79041	
27.872	10.81820	
28.382	10.82534	
28.893	10.80321	
29.403	10.84487	
29.914	10.80781	
30.424	10.80567	
30.935	10.80817	
31.445	10.82442	
31.956	10.78928	
32.466	10.79710	
32.977	10.88074	
33.487	10.78510	
33.998	10.80904	
34.508	10.76739	
35.019	10.82796	
35.529	10.87922	
36.040	10.80881	
36.550	10.85719	
37.061	10.81005	
37.571	10.79761	
38.082	10.83311	
38.592	10.82567	
39.102	10.84755	
39.613	10.81234	
40.123	10.85279	
40.634	10.83455	
41.144	10.86362	
41.655	10.91625	
42.165	10.88137	
42.676	10.88651	
43.186	10.85260	
43.697	10.81023	
44.207	10.88409	
44.718	10.78092	
45.228	10.78248	
45.739	10.90144	
46.249	10.78843	
46.760	10.95223	
47.270	10.80778	
47.781	10.81784	
48.291	10.84289	
48.802	10.81711	
49.312	10.77866	
49.822	10.80114	
50.333	10.81145	
50.843	10.82736	
51.354	10.78823	
51.864	10.81565	
52.375	10.81400	
52.885	10.85026	
53.396	10.85790	
53.906	10.79832	
54.417	10.84064	
54.927	10.80459	
55.438	10.80678	
55.948	10.80468	
56.459	10.80371	
56.969	10.80242	
57.480	10.84940	
57.990	10.82326	
58.501	10.84278	
59.011	10.85460	
59.522	10.78985	
60.032	10.80475	
60.542	10.86891	
61.053	10.80742	
61.563	10.83738	
62.074	10.83196	
62.584	10.82471	
63.095	10.83091	
63.605	10.79630	
64.116	10.83055	
64.626	10.81813	
65.137	10.79724	
65.647	10.80774	
66.158	10.81001	
66.668	10.82821	
67.179	10.83911	
67.689	10.84449	
68.200	10.83094	
68.710	10.96960	
69.221	10.88892	
69.731	10.80369	
70.242	10.83893	
70.752	10.82573	
71.262	10.78678	
71.773	10.85943	
72.283	10.80133	
72.794	10.86692	
73.304	10.78821	
73.815	10.79883	
74.325	10.81483	
74.836	10.81831	
75.346	10.81109	
75.857	10.83987	
76.367	10.77948	
76.878	10.82649	
77.388	10.80195	
77.899	10.91161	
78.409	10.79981	
78.920	10.80028	
79.430	10.86034	
79.941	10.78809	
80.451	10.79081	
80.962	10.80550	
81.472	10.77010	
81.982	10.80639	
82.493	10.96836	
83.003	10.85421	
83.514	10.81268	
84.024	10.81236	
84.535	10.85142	
85.045	10.81383	
85.556	10.80841	
86.066	10.76435	
86.577	10.75358	
87.087	10.79536	
87.598	10.78921	
88.108	10.82106	
88.619	10.78544	
89.129	10.79473	
89.640	11.56693	
90.150	10.83843	
90.661	10.83010	
91.171	10.82302	
91.682	10.83282	
92.192	10.80137	
92.702	11.01323	
93.213	10.85957	
93.723	10.85353	
94.234	10.81515	
94.744	10.81151	
95.255	10.88032	
95.765	10.85036	
96.276	10.85353	
96.786	10.70000	
97.297	10.92615	
97.807	10.80141	
98.318	10.86250	
98.828	10.90727	
99.339	10.90290	
99.849	10.90979	
100.360	10.80834	
100.870	10.84599	
101.381	10.83359	
101.891	10.78605	
102.402	10.90203	
102.912	10.85430	
103.422	10.77907	
103.933	10.77806	
104.443	10.75193	
104.954	10.78563	
105.464	10.73570	
105.975	10.75055	
106.485	11.01473	
106.996	12.15701	
107.506	10.70000	
108.017	12.03379	
108.527	11.76200	
109.038	10.85752	
109.548	11.22908	
110.059	11.65435	
110.569	11.07522	
111.080	11.90981	
111.590	11.65257	
112.101	11.78458	
112.611	11.87476	
113.122	11.62702	
113.632	11.05838	
114.142	11.11847	
114.653	10.86135	
