[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 18:25:29

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 18:01:18	
Measurement duration (s)	28.752	
File Name	2018_12_17_18_01_18_920	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	115.00	
Sample Count	226	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	12.2000000000002	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.80514	
0.817	10.81075	
1.327	10.81635	
1.838	10.81299	
2.348	10.82222	
2.859	10.82643	
3.369	10.80072	
3.880	10.83380	
4.390	10.81600	
4.901	10.81917	
5.411	10.83425	
5.922	10.82816	
6.432	10.82001	
6.942	10.81594	
7.453	10.79056	
7.963	10.76498	
8.474	10.83937	
8.984	10.83167	
9.495	10.82177	
10.005	10.83166	
10.516	10.84412	
11.026	10.83624	
11.537	10.84394	
12.047	10.81694	
12.558	10.83827	
13.068	10.82768	
13.579	10.81883	
14.089	10.81469	
14.600	10.85103	
15.110	10.83800	
15.621	10.86100	
16.131	10.85296	
16.642	10.79903	
17.152	10.79622	
17.662	10.80039	
18.173	10.79842	
18.683	10.79774	
19.194	10.79689	
19.704	10.80940	
20.215	10.79034	
20.725	10.79440	
21.236	10.85802	
21.746	10.82773	
22.257	10.77885	
22.767	10.82535	
23.278	10.78927	
23.788	10.87575	
24.299	10.78727	
24.809	10.79616	
25.320	10.83487	
25.830	10.87238	
26.341	10.80925	
26.851	10.87872	
27.362	10.84021	
27.872	10.81962	
28.382	10.84826	
28.893	10.80771	
29.403	10.80074	
29.914	10.82733	
30.424	10.77602	
30.935	10.82494	
31.445	10.80065	
31.956	10.79694	
32.466	10.82114	
32.977	10.80754	
33.487	10.82236	
33.998	10.81452	
34.508	10.80596	
35.019	10.80549	
35.529	10.85909	
36.040	10.85866	
36.550	10.92519	
37.061	10.78078	
37.571	10.83237	
38.082	10.81572	
38.592	10.76871	
39.102	10.80500	
39.613	10.81867	
40.123	10.82762	
40.634	10.82511	
41.144	10.80052	
41.655	10.84484	
42.165	10.98767	
42.676	10.80235	
43.186	10.81400	
43.697	10.78165	
44.207	10.78225	
44.718	10.80847	
45.228	10.85121	
45.739	10.82265	
46.249	10.79947	
46.760	10.86597	
47.270	10.79533	
47.781	10.80470	
48.291	10.81915	
48.802	10.87300	
49.312	10.80488	
49.822	10.80933	
50.333	10.82905	
50.843	10.81911	
51.354	10.82133	
51.864	10.81911	
52.375	10.81924	
52.885	10.85111	
53.396	10.80248	
53.906	10.86464	
54.417	10.83549	
54.927	10.79158	
55.438	10.81073	
55.948	10.81539	
56.459	10.84523	
56.969	10.84215	
57.480	10.80400	
57.990	10.82292	
58.501	10.81454	
59.011	10.82082	
59.522	10.86148	
60.032	10.80518	
60.542	10.82401	
61.053	10.80216	
61.563	10.79573	
62.074	10.81615	
62.584	10.81182	
63.095	10.80922	
63.605	10.82835	
64.116	10.79096	
64.626	10.80186	
65.137	10.85165	
65.647	10.81105	
66.158	10.83368	
66.668	10.79426	
67.179	10.82731	
67.689	10.80819	
68.200	10.86043	
68.710	10.81281	
69.221	10.86140	
69.731	10.80254	
70.242	10.83741	
70.752	10.79519	
71.262	10.82929	
71.773	10.83153	
72.283	10.86209	
72.794	10.80390	
73.304	10.80156	
73.815	10.83778	
74.325	10.82540	
74.836	10.81912	
75.346	10.82964	
75.857	10.86758	
76.367	10.85667	
76.878	10.79829	
77.388	10.82864	
77.899	10.90063	
78.409	10.77392	
78.920	10.82871	
79.430	10.85415	
79.941	10.83048	
80.451	10.81417	
80.962	10.80716	
81.472	10.81481	
81.982	10.81914	
82.493	10.85086	
83.003	10.83201	
83.514	10.80591	
84.024	10.83578	
84.535	10.81628	
85.045	10.81120	
85.556	10.80355	
86.066	10.74970	
86.577	10.77631	
87.087	10.76704	
87.598	10.77703	
88.108	10.79547	
88.619	10.95092	
89.129	10.84790	
89.640	10.78022	
90.150	11.75151	
90.661	10.84386	
91.171	10.84655	
91.682	10.80809	
92.192	10.82036	
92.702	10.82367	
93.213	10.83906	
93.723	10.83038	
94.234	10.85061	
94.744	10.82809	
95.255	10.81490	
95.765	10.78422	
96.276	10.84775	
96.786	10.84710	
97.297	10.77905	
97.807	10.79818	
98.318	10.82728	
98.828	10.96642	
99.339	10.91241	
99.849	10.77211	
100.360	10.81345	
100.870	10.86565	
101.381	10.82248	
101.891	10.83789	
102.402	10.81895	
102.912	10.77639	
103.422	10.79108	
103.933	10.77927	
104.443	10.82556	
104.954	10.83333	
105.464	10.94803	
105.975	11.50738	
106.485	11.46485	
106.996	12.06164	
107.506	12.08241	
108.017	11.36763	
108.527	11.39086	
109.038	11.09696	
109.548	11.70843	
110.059	11.98837	
110.569	10.78085	
111.080	11.35366	
111.590	11.64457	
112.101	11.97493	
112.611	11.43595	
113.122	12.06194	
113.632	11.95475	
114.142	10.88056	
114.653	11.65476	
