[FILEINFO]
Version	2.0
Type	Profile
Date	2018/12/17 19:11:49

[DITEST]
Serial Number	18ST1087	
Type	STA-R	

[MEASUREMENT]
Date	2018/12/17 15:24:49	
Measurement duration (s)	17.592	
File Name	2018_12_17_15_24_49_038	
Sensor name	Training 1	
Sensor ID	23	
Sensor Length (m)	120.00	
Sample Count	236	
Spatial Resolution (m)	1.0	
Sampling Interval (ns)	5	
Averaging	2000	
Pulse Rate (kHz)	25	
Frequency start (GHz)	10.7	
Frequency stop (GHz)	11.6000000000001	
Frequency step set (GHz)	0.005	
Frequency step actual (MHz)	5.0	
Nb of frequency peak	2	
Sensor configuration	Single-end	
Frequency scan mode	Manual	
Probe attenuation (%)	0	
Pulse power factor (%)	0	

[MAINTENANCEINFO]
Internal		

[DATADESCRIPTION]
Nb of measurements	1
Distance unit	m
Data type	Brillouin Frequency
Data unit	GHz
Measurement Mode	Absolute

[DATA]	
0.306	10.81909	
0.817	10.82477	
1.327	10.79956	
1.838	10.81096	
2.348	10.82175	
2.859	10.83018	
3.369	10.83223	
3.880	10.81641	
4.390	10.83932	
4.901	10.81155	
5.411	10.82580	
5.922	10.80700	
6.432	10.80546	
6.942	10.80302	
7.453	10.82666	
7.963	10.83505	
8.474	10.85396	
8.984	10.82143	
9.495	10.79950	
10.005	10.82826	
10.516	10.79031	
11.026	10.87719	
11.537	10.83010	
12.047	10.79695	
12.558	10.83670	
13.068	10.83413	
13.579	10.81500	
14.089	10.80645	
14.600	10.82686	
15.110	10.80876	
15.621	10.82788	
16.131	10.81963	
16.642	10.88152	
17.152	10.84562	
17.662	10.87165	
18.173	10.81637	
18.683	10.83342	
19.194	10.80732	
19.704	10.80888	
20.215	10.82886	
20.725	10.81438	
21.236	10.86025	
21.746	10.85238	
22.257	10.78537	
22.767	10.80224	
23.278	10.82386	
23.788	10.81834	
24.299	10.81554	
24.809	10.83575	
25.320	10.85899	
25.830	10.84517	
26.341	10.83777	
26.851	10.83286	
27.362	10.81504	
27.872	10.81768	
28.382	10.87070	
28.893	10.81255	
29.403	10.77973	
29.914	10.79054	
30.424	10.83743	
30.935	10.83895	
31.445	10.83487	
31.956	10.86426	
32.466	10.85198	
32.977	10.85828	
33.487	10.84868	
33.998	10.81723	
34.508	10.77687	
35.019	10.83046	
35.529	10.81445	
36.040	10.79571	
36.550	10.77230	
37.061	10.82705	
37.571	10.94377	
38.082	10.78462	
38.592	10.80356	
39.102	10.83403	
39.613	10.80550	
40.123	10.85940	
40.634	10.88223	
41.144	10.83142	
41.655	10.85877	
42.165	10.80573	
42.676	10.80352	
43.186	10.82126	
43.697	10.90713	
44.207	10.81038	
44.718	10.80905	
45.228	10.80178	
